control_id,control_title,framework_key,framework_name,framework_control_id,mapping_strength,mapping_note
IA-03,Non-human identity governance,N53,NIST SP 800-53 Rev 5,IA-9,full,
IA-03,Non-human identity governance,N53,NIST SP 800-53 Rev 5,IA-5(1),partial,
IA-03,Non-human identity governance,CSF,NIST CSF 2.0,PR.AA-01,partial,
IA-03,Non-human identity governance,CSF,NIST CSF 2.0,ID.AM-01,supporting,
IA-03,Non-human identity governance,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC6.2,partial,
IA-03,Non-human identity governance,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC6.3,partial,
IA-03,Non-human identity governance,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.308(a)(4)(ii)(B),supporting,
IA-03,Non-human identity governance,FEDRAMP,FedRAMP Moderate baseline,IA-9,partial,M
IA-03,Non-human identity governance,CMMC,CMMC 2.0 Level 2,IA.L2-3.5.1,partial,
IA-03,Non-human identity governance,ISO,ISO/IEC 27001:2022 Annex A,A.5.16,partial,
IA-03,Non-human identity governance,ISO,ISO/IEC 27001:2022 Annex A,A.8.2,partial,
IA-03,Non-human identity governance,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-3-3 SR 1.2,full,
IA-03,Non-human identity governance,CIP,NERC CIP,CIP-007-6 R5.2,partial,
IA-03,Non-human identity governance,SOX,SOX ITGC (PCAOB AS 2201 framing),ITGC-ACC-09,partial,
CM-01,Secure configuration baselines,N53,NIST SP 800-53 Rev 5,CM-2,full,
CM-01,Secure configuration baselines,N53,NIST SP 800-53 Rev 5,CM-6,full,
CM-01,Secure configuration baselines,N53,NIST SP 800-53 Rev 5,CM-6(1),partial,
CM-01,Secure configuration baselines,N53,NIST SP 800-53 Rev 5,AU-8,supporting,
CM-01,Secure configuration baselines,CSF,NIST CSF 2.0,PR.PS-01,full,
CM-01,Secure configuration baselines,CSF,NIST CSF 2.0,DE.CM-09,partial,
CM-01,Secure configuration baselines,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC6.8,partial,
CM-01,Secure configuration baselines,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC7.1,full,
CM-01,Secure configuration baselines,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.308(a)(5)(ii)(B),supporting,
CM-01,Secure configuration baselines,FEDRAMP,FedRAMP Moderate baseline,CM-6,full,M
CM-01,Secure configuration baselines,CMMC,CMMC 2.0 Level 2,CM.L2-3.4.1,full,
CM-01,Secure configuration baselines,CMMC,CMMC 2.0 Level 2,CM.L2-3.4.2,full,
CM-01,Secure configuration baselines,ISO,ISO/IEC 27001:2022 Annex A,A.8.9,full,
CM-01,Secure configuration baselines,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-3-3 SR 7.6,full,
CM-01,Secure configuration baselines,CIP,NERC CIP,CIP-010-4 R1.1,full,
CM-01,Secure configuration baselines,CIP,NERC CIP,CIP-010-4 R2,partial,
CM-01,Secure configuration baselines,SOX,SOX ITGC (PCAOB AS 2201 framing),ITGC-CHG-06,partial,
CM-01,Secure configuration baselines,SOX,SOX ITGC (PCAOB AS 2201 framing),ITGC-CHG-02,partial,
CM-01,Secure configuration baselines,GDPR,GDPR (Regulation (EU) 2016/679),Art.32(1)(b),supporting,
CM-02,Change management and approval,N53,NIST SP 800-53 Rev 5,CM-3,full,
CM-02,Change management and approval,N53,NIST SP 800-53 Rev 5,CM-4,partial,
CM-02,Change management and approval,N53,NIST SP 800-53 Rev 5,CM-5,partial,
CM-02,Change management and approval,CSF,NIST CSF 2.0,PR.PS-01,partial,
CM-02,Change management and approval,CSF,NIST CSF 2.0,ID.AM-08,supporting,
CM-02,Change management and approval,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC8.1,full,
CM-02,Change management and approval,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.308(a)(8),partial,
CM-02,Change management and approval,FEDRAMP,FedRAMP Moderate baseline,CM-3,full,M
CM-02,Change management and approval,CMMC,CMMC 2.0 Level 2,CM.L2-3.4.3,full,
CM-02,Change management and approval,CMMC,CMMC 2.0 Level 2,CM.L2-3.4.5,partial,
CM-02,Change management and approval,ISO,ISO/IEC 27001:2022 Annex A,A.8.32,full,
CM-02,Change management and approval,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-2-1 4.3.4.3,full,
CM-02,Change management and approval,CIP,NERC CIP,CIP-010-4 R1.2,full,
CM-02,Change management and approval,SOX,SOX ITGC (PCAOB AS 2201 framing),ITGC-CHG-01,full,
VM-01,Vulnerability scanning coverage,N53,NIST SP 800-53 Rev 5,RA-5,full,
VM-01,Vulnerability scanning coverage,N53,NIST SP 800-53 Rev 5,RA-5(5),partial,
VM-01,Vulnerability scanning coverage,CSF,NIST CSF 2.0,ID.RA-01,full,
VM-01,Vulnerability scanning coverage,CSF,NIST CSF 2.0,DE.CM-08,partial,
VM-01,Vulnerability scanning coverage,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC7.1,full,
VM-01,Vulnerability scanning coverage,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.308(a)(1)(ii)(A),partial,
VM-01,Vulnerability scanning coverage,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.308(a)(8),full,
VM-01,Vulnerability scanning coverage,FEDRAMP,FedRAMP Moderate baseline,RA-5,full,M
VM-01,Vulnerability scanning coverage,CMMC,CMMC 2.0 Level 2,RA.L2-3.11.2,full,
VM-01,Vulnerability scanning coverage,ISO,ISO/IEC 27001:2022 Annex A,A.8.8,full,
VM-01,Vulnerability scanning coverage,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-2-1 4.3.4.4,partial,
VM-01,Vulnerability scanning coverage,CIP,NERC CIP,CIP-010-4 R3.1,full,
VM-01,Vulnerability scanning coverage,SOX,SOX ITGC (PCAOB AS 2201 framing),ITGC-OPS-03,supporting,
VM-01,Vulnerability scanning coverage,GDPR,GDPR (Regulation (EU) 2016/679),Art.32(1)(d),partial,
VM-02,Remediation within severity-based service levels,N53,NIST SP 800-53 Rev 5,RA-5(c),full,
VM-02,Remediation within severity-based service levels,N53,NIST SP 800-53 Rev 5,SI-2,partial,
VM-02,Remediation within severity-based service levels,CSF,NIST CSF 2.0,ID.RA-06,full,
VM-02,Remediation within severity-based service levels,CSF,NIST CSF 2.0,RS.MI-03,partial,
VM-02,Remediation within severity-based service levels,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC7.1,partial,
VM-02,Remediation within severity-based service levels,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC7.4,partial,
VM-02,Remediation within severity-based service levels,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.308(a)(1)(ii)(B),partial,
VM-02,Remediation within severity-based service levels,FEDRAMP,FedRAMP Moderate baseline,RA-5(c),full,"M, with FedRAMP timelines"
VM-02,Remediation within severity-based service levels,CMMC,CMMC 2.0 Level 2,RA.L2-3.11.3,full,
VM-02,Remediation within severity-based service levels,ISO,ISO/IEC 27001:2022 Annex A,A.8.8,partial,
VM-02,Remediation within severity-based service levels,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-2-1 4.3.4.4,partial,
VM-02,Remediation within severity-based service levels,CIP,NERC CIP,CIP-007-6 R2.3,partial,
VM-02,Remediation within severity-based service levels,GDPR,GDPR (Regulation (EU) 2016/679),Art.32(1)(d),partial,
VM-03,Penetration testing,N53,NIST SP 800-53 Rev 5,CA-8,full,
VM-03,Penetration testing,N53,NIST SP 800-53 Rev 5,RA-5(11),partial,
VM-03,Penetration testing,CSF,NIST CSF 2.0,ID.IM-02,full,
VM-03,Penetration testing,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC4.1,partial,
VM-03,Penetration testing,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.308(a)(8),partial,
VM-03,Penetration testing,FEDRAMP,FedRAMP Moderate baseline,CA-8,full,M
VM-03,Penetration testing,CMMC,CMMC 2.0 Level 2,CA.L2-3.12.1,partial,
VM-03,Penetration testing,ISO,ISO/IEC 27001:2022 Annex A,A.8.8,partial,
VM-03,Penetration testing,ISO,ISO/IEC 27001:2022 Annex A,A.5.35,supporting,
VM-03,Penetration testing,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-4-1 SVV-3,full,
VM-03,Penetration testing,CIP,NERC CIP,CIP-010-4 R3.2,partial,
VM-03,Penetration testing,GDPR,GDPR (Regulation (EU) 2016/679),Art.32(1)(d),full,
SI-01,Endpoint protection and detection,N53,NIST SP 800-53 Rev 5,SI-3,full,
SI-01,Endpoint protection and detection,N53,NIST SP 800-53 Rev 5,SI-4(2),partial,
SI-01,Endpoint protection and detection,CSF,NIST CSF 2.0,DE.CM-01,partial,
SI-01,Endpoint protection and detection,CSF,NIST CSF 2.0,PR.PS-05,full,
SI-01,Endpoint protection and detection,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC6.8,full,
SI-01,Endpoint protection and detection,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC7.1,partial,
SI-01,Endpoint protection and detection,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.308(a)(5)(ii)(B),full,
SI-01,Endpoint protection and detection,FEDRAMP,FedRAMP Moderate baseline,SI-3,full,M
SI-01,Endpoint protection and detection,CMMC,CMMC 2.0 Level 2,SI.L2-3.14.2,full,
SI-01,Endpoint protection and detection,CMMC,CMMC 2.0 Level 2,SI.L2-3.14.4,partial,
SI-01,Endpoint protection and detection,ISO,ISO/IEC 27001:2022 Annex A,A.8.7,full,
SI-01,Endpoint protection and detection,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-3-3 SR 3.2,full,
SI-01,Endpoint protection and detection,CIP,NERC CIP,CIP-007-6 R3,full,
SI-01,Endpoint protection and detection,GDPR,GDPR (Regulation (EU) 2016/679),Art.32(1)(b),supporting,
SI-02,Patch management,N53,NIST SP 800-53 Rev 5,SI-2,full,
SI-02,Patch management,N53,NIST SP 800-53 Rev 5,CM-3,supporting,
SI-02,Patch management,CSF,NIST CSF 2.0,ID.RA-01,partial,
SI-02,Patch management,CSF,NIST CSF 2.0,PR.PS-02,full,
SI-02,Patch management,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC7.1,partial,
SI-02,Patch management,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.308(a)(5)(ii)(B),partial,
SI-02,Patch management,FEDRAMP,FedRAMP Moderate baseline,SI-2,full,M
SI-02,Patch management,CMMC,CMMC 2.0 Level 2,SI.L2-3.14.1,full,
SI-02,Patch management,ISO,ISO/IEC 27001:2022 Annex A,A.8.8,partial,
SI-02,Patch management,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-2-3,full,
SI-02,Patch management,CIP,NERC CIP,CIP-007-6 R2,full,35-day evaluation cycle
SI-02,Patch management,SOX,SOX ITGC (PCAOB AS 2201 framing),ITGC-CHG-03,partial,
SI-02,Patch management,GDPR,GDPR (Regulation (EU) 2016/679),Art.32(1)(b),supporting,
SI-03,Software authenticity and integrity verification,N53,NIST SP 800-53 Rev 5,SI-7,full,
SI-03,Software authenticity and integrity verification,N53,NIST SP 800-53 Rev 5,CM-14,full,
SI-03,Software authenticity and integrity verification,N53,NIST SP 800-53 Rev 5,SR-11,partial,
SI-03,Software authenticity and integrity verification,CSF,NIST CSF 2.0,PR.DS-06,full,
SI-03,Software authenticity and integrity verification,CSF,NIST CSF 2.0,GV.SC-06,partial,
SI-03,Software authenticity and integrity verification,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC8.1,partial,
SI-03,Software authenticity and integrity verification,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.312(c)(1),partial,
SI-03,Software authenticity and integrity verification,FEDRAMP,FedRAMP Moderate baseline,SI-7,full,M
SI-03,Software authenticity and integrity verification,CMMC,CMMC 2.0 Level 2,SI.L2-3.14.1,partial,
SI-03,Software authenticity and integrity verification,ISO,ISO/IEC 27001:2022 Annex A,A.8.19,partial,
SI-03,Software authenticity and integrity verification,ISO,ISO/IEC 27001:2022 Annex A,A.8.30,supporting,
SI-03,Software authenticity and integrity verification,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-3-3 SR 3.4,full,
SI-03,Software authenticity and integrity verification,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-4-1 SM-6,partial,
SI-03,Software authenticity and integrity verification,CIP,NERC CIP,CIP-010-4 R1.6,full,
SI-03,Software authenticity and integrity verification,SOX,SOX ITGC (PCAOB AS 2201 framing),ITGC-CHG-04,partial,
AU-01,Audit log generation standard,N53,NIST SP 800-53 Rev 5,AU-2,full,
AU-01,Audit log generation standard,N53,NIST SP 800-53 Rev 5,AU-3,full,
AU-01,Audit log generation standard,N53,NIST SP 800-53 Rev 5,AU-12,partial,
AU-01,Audit log generation standard,CSF,NIST CSF 2.0,PR.PS-04,full,
AU-01,Audit log generation standard,CSF,NIST CSF 2.0,DE.AE-03,partial,
AU-01,Audit log generation standard,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC7.2,partial,
AU-01,Audit log generation standard,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.312(b),full,
AU-01,Audit log generation standard,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.308(a)(1)(ii)(D),partial,
AU-01,Audit log generation standard,FEDRAMP,FedRAMP Moderate baseline,AU-2,full,M
AU-01,Audit log generation standard,CMMC,CMMC 2.0 Level 2,AU.L2-3.3.1,full,
AU-01,Audit log generation standard,CMMC,CMMC 2.0 Level 2,AU.L2-3.3.2,full,
AU-01,Audit log generation standard,ISO,ISO/IEC 27001:2022 Annex A,A.8.15,full,
AU-01,Audit log generation standard,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-3-3 SR 2.8,full,
AU-01,Audit log generation standard,CIP,NERC CIP,CIP-007-6 R4.1,full,
AU-01,Audit log generation standard,SOX,SOX ITGC (PCAOB AS 2201 framing),ITGC-OPS-01,partial,
AU-01,Audit log generation standard,GDPR,GDPR (Regulation (EU) 2016/679),Art.32(1)(b),supporting,
AU-01,Audit log generation standard,GDPR,GDPR (Regulation (EU) 2016/679),Art.30,supporting,
AU-02,"Log retention, protection and integrity",N53,NIST SP 800-53 Rev 5,AU-9,full,
AU-02,"Log retention, protection and integrity",N53,NIST SP 800-53 Rev 5,AU-11,full,
AU-02,"Log retention, protection and integrity",N53,NIST SP 800-53 Rev 5,AU-6(7),partial,
AU-02,"Log retention, protection and integrity",CSF,NIST CSF 2.0,PR.PS-04,partial,
AU-02,"Log retention, protection and integrity",CSF,NIST CSF 2.0,PR.DS-01,supporting,
AU-02,"Log retention, protection and integrity",SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC7.2,partial,
AU-02,"Log retention, protection and integrity",SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC6.1,supporting,
AU-02,"Log retention, protection and integrity",HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.312(b),partial,
AU-02,"Log retention, protection and integrity",HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.316(b)(2)(i),full,
AU-02,"Log retention, protection and integrity",FEDRAMP,FedRAMP Moderate baseline,AU-11,full,M
AU-02,"Log retention, protection and integrity",CMMC,CMMC 2.0 Level 2,AU.L2-3.3.8,full,
AU-02,"Log retention, protection and integrity",CMMC,CMMC 2.0 Level 2,AU.L2-3.3.9,partial,
AU-02,"Log retention, protection and integrity",ISO,ISO/IEC 27001:2022 Annex A,A.8.15,partial,
AU-02,"Log retention, protection and integrity",IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-3-3 SR 2.9,full,
AU-02,"Log retention, protection and integrity",IEC62443,ISA/IEC 62443-3-3 / -2-1,SR 2.11,partial,
AU-02,"Log retention, protection and integrity",CIP,NERC CIP,CIP-007-6 R4.3,full,
AU-02,"Log retention, protection and integrity",SOX,SOX ITGC (PCAOB AS 2201 framing),ITGC-OPS-02,full,
AU-02,"Log retention, protection and integrity",GDPR,GDPR (Regulation (EU) 2016/679),Art.5(1)(e),partial,
AU-03,Security monitoring and detection content,N53,NIST SP 800-53 Rev 5,SI-4,full,
AU-03,Security monitoring and detection content,N53,NIST SP 800-53 Rev 5,AU-6,full,
AU-03,Security monitoring and detection content,N53,NIST SP 800-53 Rev 5,IR-4(1),partial,
AU-03,Security monitoring and detection content,CSF,NIST CSF 2.0,DE.CM-01,full,
AU-03,Security monitoring and detection content,CSF,NIST CSF 2.0,DE.AE-02,full,
AU-03,Security monitoring and detection content,CSF,NIST CSF 2.0,DE.AE-07,partial,
AU-03,Security monitoring and detection content,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC7.2,full,
AU-03,Security monitoring and detection content,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.308(a)(1)(ii)(D),full,
AU-03,Security monitoring and detection content,FEDRAMP,FedRAMP Moderate baseline,SI-4,full,M
AU-03,Security monitoring and detection content,CMMC,CMMC 2.0 Level 2,SI.L2-3.14.6,full,
AU-03,Security monitoring and detection content,CMMC,CMMC 2.0 Level 2,AU.L2-3.3.5,partial,
AU-03,Security monitoring and detection content,ISO,ISO/IEC 27001:2022 Annex A,A.8.16,full,
AU-03,Security monitoring and detection content,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-3-3 SR 6.2,full,
AU-03,Security monitoring and detection content,CIP,NERC CIP,CIP-007-6 R4.2,full,
AU-03,Security monitoring and detection content,GDPR,GDPR (Regulation (EU) 2016/679),Art.32(1)(d),supporting,
IR-01,Incident response plan and severity model,N53,NIST SP 800-53 Rev 5,IR-1,full,
IR-01,Incident response plan and severity model,N53,NIST SP 800-53 Rev 5,IR-8,full,
IR-01,Incident response plan and severity model,N53,NIST SP 800-53 Rev 5,IR-3,partial,
IR-01,Incident response plan and severity model,CSF,NIST CSF 2.0,RS.MA-01,full,
IR-01,Incident response plan and severity model,CSF,NIST CSF 2.0,ID.IM-02,partial,
IR-01,Incident response plan and severity model,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC7.3,partial,
IR-01,Incident response plan and severity model,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC7.4,full,
IR-01,Incident response plan and severity model,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.308(a)(6)(i),full,
IR-01,Incident response plan and severity model,FEDRAMP,FedRAMP Moderate baseline,IR-8,full,M
IR-01,Incident response plan and severity model,CMMC,CMMC 2.0 Level 2,IR.L2-3.6.1,full,
IR-01,Incident response plan and severity model,CMMC,CMMC 2.0 Level 2,IR.L2-3.6.3,full,
IR-01,Incident response plan and severity model,ISO,ISO/IEC 27001:2022 Annex A,A.5.24,full,
IR-01,Incident response plan and severity model,ISO,ISO/IEC 27001:2022 Annex A,A.5.26,partial,
IR-01,Incident response plan and severity model,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-2-1 4.3.4.5,full,
IR-01,Incident response plan and severity model,CIP,NERC CIP,CIP-008-6 R1,full,
IR-01,Incident response plan and severity model,GDPR,GDPR (Regulation (EU) 2016/679),Art.33,supporting,
IR-02,"Incident detection, triage and escalation",N53,NIST SP 800-53 Rev 5,IR-4,full,
IR-02,"Incident detection, triage and escalation",N53,NIST SP 800-53 Rev 5,IR-5,partial,
IR-02,"Incident detection, triage and escalation",N53,NIST SP 800-53 Rev 5,IR-6,partial,
IR-02,"Incident detection, triage and escalation",CSF,NIST CSF 2.0,RS.MA-02,full,
IR-02,"Incident detection, triage and escalation",CSF,NIST CSF 2.0,RS.MA-03,full,
IR-02,"Incident detection, triage and escalation",CSF,NIST CSF 2.0,DE.AE-06,partial,
IR-02,"Incident detection, triage and escalation",SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC7.3,full,
IR-02,"Incident detection, triage and escalation",SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC7.4,partial,
IR-02,"Incident detection, triage and escalation",HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.308(a)(6)(ii),full,
IR-02,"Incident detection, triage and escalation",FEDRAMP,FedRAMP Moderate baseline,IR-4,full,M
IR-02,"Incident detection, triage and escalation",CMMC,CMMC 2.0 Level 2,IR.L2-3.6.1,partial,
IR-02,"Incident detection, triage and escalation",CMMC,CMMC 2.0 Level 2,IR.L2-3.6.2,full,
IR-02,"Incident detection, triage and escalation",ISO,ISO/IEC 27001:2022 Annex A,A.5.25,full,
IR-02,"Incident detection, triage and escalation",ISO,ISO/IEC 27001:2022 Annex A,A.5.26,full,
IR-02,"Incident detection, triage and escalation",IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-3-3 SR 6.1,partial,
IR-02,"Incident detection, triage and escalation",CIP,NERC CIP,CIP-008-6 R1.2,full,
IR-02,"Incident detection, triage and escalation",GDPR,GDPR (Regulation (EU) 2016/679),Art.33(1),partial,
IR-03,Regulatory and contractual breach notification,N53,NIST SP 800-53 Rev 5,IR-6,full,
IR-03,Regulatory and contractual breach notification,N53,NIST SP 800-53 Rev 5,IR-6(1),partial,
IR-03,Regulatory and contractual breach notification,CSF,NIST CSF 2.0,RS.CO-04,full,
IR-03,Regulatory and contractual breach notification,CSF,NIST CSF 2.0,RS.CO-03,partial,
IR-03,Regulatory and contractual breach notification,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC2.3,partial,
IR-03,Regulatory and contractual breach notification,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC7.4,partial,
IR-03,Regulatory and contractual breach notification,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.404,full,
IR-03,Regulatory and contractual breach notification,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.408,full,
IR-03,Regulatory and contractual breach notification,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.410,partial,
IR-03,Regulatory and contractual breach notification,FEDRAMP,FedRAMP Moderate baseline,IR-6,full,"M, US-CERT timelines"
IR-03,Regulatory and contractual breach notification,CMMC,CMMC 2.0 Level 2,IR.L2-3.6.2,partial,
IR-03,Regulatory and contractual breach notification,ISO,ISO/IEC 27001:2022 Annex A,A.5.24,partial,
IR-03,Regulatory and contractual breach notification,ISO,ISO/IEC 27001:2022 Annex A,A.5.5,partial,
IR-03,Regulatory and contractual breach notification,CIP,NERC CIP,CIP-008-6 R4,full,
IR-03,Regulatory and contractual breach notification,GDPR,GDPR (Regulation (EU) 2016/679),Art.33,full,
IR-03,Regulatory and contractual breach notification,GDPR,GDPR (Regulation (EU) 2016/679),Art.34,full,
IR-04,Post-incident review and corrective action,N53,NIST SP 800-53 Rev 5,IR-4(m),full,
IR-04,Post-incident review and corrective action,N53,NIST SP 800-53 Rev 5,CA-7,supporting,
IR-04,Post-incident review and corrective action,CSF,NIST CSF 2.0,RC.RP-06,partial,
IR-04,Post-incident review and corrective action,CSF,NIST CSF 2.0,ID.IM-04,full,
IR-04,Post-incident review and corrective action,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC4.2,partial,
IR-04,Post-incident review and corrective action,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC7.5,full,
IR-04,Post-incident review and corrective action,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.308(a)(6)(ii),partial,
IR-04,Post-incident review and corrective action,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.308(a)(8),partial,
IR-04,Post-incident review and corrective action,FEDRAMP,FedRAMP Moderate baseline,IR-4,partial,M
IR-04,Post-incident review and corrective action,CMMC,CMMC 2.0 Level 2,IR.L2-3.6.1,partial,
IR-04,Post-incident review and corrective action,ISO,ISO/IEC 27001:2022 Annex A,A.5.27,full,
IR-04,Post-incident review and corrective action,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-2-1 4.3.4.5.11,full,
IR-04,Post-incident review and corrective action,CIP,NERC CIP,CIP-008-6 R3,full,
IR-04,Post-incident review and corrective action,GDPR,GDPR (Regulation (EU) 2016/679),Art.32(1)(d),supporting,
CP-01,Backup and verified restore,N53,NIST SP 800-53 Rev 5,CP-9,full,
CP-01,Backup and verified restore,N53,NIST SP 800-53 Rev 5,CP-10,partial,
CP-01,Backup and verified restore,N53,NIST SP 800-53 Rev 5,CP-9(1),full,
CP-01,Backup and verified restore,CSF,NIST CSF 2.0,PR.DS-11,full,
CP-01,Backup and verified restore,CSF,NIST CSF 2.0,RC.RP-03,partial,
CP-01,Backup and verified restore,SOC2,"SOC 2 (TSC 2017, rev. 2022)",A1.2,full,
CP-01,Backup and verified restore,SOC2,"SOC 2 (TSC 2017, rev. 2022)",A1.3,partial,
CP-01,Backup and verified restore,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.308(a)(7)(ii)(A),full,
CP-01,Backup and verified restore,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.310(d)(2)(iv),partial,
CP-01,Backup and verified restore,FEDRAMP,FedRAMP Moderate baseline,CP-9,full,M
CP-01,Backup and verified restore,CMMC,CMMC 2.0 Level 2,MP.L2-3.8.9,full,
CP-01,Backup and verified restore,ISO,ISO/IEC 27001:2022 Annex A,A.8.13,full,
CP-01,Backup and verified restore,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-3-3 SR 7.3,full,
CP-01,Backup and verified restore,IEC62443,ISA/IEC 62443-3-3 / -2-1,SR 7.4,partial,
CP-01,Backup and verified restore,CIP,NERC CIP,CIP-009-6 R1.5,full,
CP-01,Backup and verified restore,SOX,SOX ITGC (PCAOB AS 2201 framing),ITGC-OPS-05,full,
CP-01,Backup and verified restore,GDPR,GDPR (Regulation (EU) 2016/679),Art.32(1)(c),full,
CP-02,Disaster recovery objectives and testing,N53,NIST SP 800-53 Rev 5,CP-2,full,
CP-02,Disaster recovery objectives and testing,N53,NIST SP 800-53 Rev 5,CP-4,full,
CP-02,Disaster recovery objectives and testing,N53,NIST SP 800-53 Rev 5,CP-10,partial,
CP-02,Disaster recovery objectives and testing,CSF,NIST CSF 2.0,RC.RP-01,full,
CP-02,Disaster recovery objectives and testing,CSF,NIST CSF 2.0,ID.BE-05,partial,
CP-02,Disaster recovery objectives and testing,SOC2,"SOC 2 (TSC 2017, rev. 2022)",A1.2,partial,
CP-02,Disaster recovery objectives and testing,SOC2,"SOC 2 (TSC 2017, rev. 2022)",A1.3,full,
CP-02,Disaster recovery objectives and testing,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.308(a)(7)(ii)(B),full,
CP-02,Disaster recovery objectives and testing,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.308(a)(7)(ii)(C),partial,
CP-02,Disaster recovery objectives and testing,FEDRAMP,FedRAMP Moderate baseline,CP-4,full,M
CP-02,Disaster recovery objectives and testing,ISO,ISO/IEC 27001:2022 Annex A,A.5.29,full,
CP-02,Disaster recovery objectives and testing,ISO,ISO/IEC 27001:2022 Annex A,A.5.30,partial,
CP-02,Disaster recovery objectives and testing,IEC62443,ISA/IEC 62443-3-3 / -2-1,62443-2-1 4.3.2.5,full,
CP-02,Disaster recovery objectives and testing,CIP,NERC CIP,CIP-009-6 R2,full,
CP-02,Disaster recovery objectives and testing,SOX,SOX ITGC (PCAOB AS 2201 framing),ITGC-OPS-06,partial,
CP-02,Disaster recovery objectives and testing,GDPR,GDPR (Regulation (EU) 2016/679),Art.32(1)(c),partial,
DP-01,Encryption in transit,N53,NIST SP 800-53 Rev 5,SC-8,full,
DP-01,Encryption in transit,N53,NIST SP 800-53 Rev 5,SC-8(1),full,
DP-01,Encryption in transit,N53,NIST SP 800-53 Rev 5,SC-13,partial,
DP-01,Encryption in transit,CSF,NIST CSF 2.0,PR.DS-02,full,
DP-01,Encryption in transit,SOC2,"SOC 2 (TSC 2017, rev. 2022)",CC6.7,full,
DP-01,Encryption in transit,HIPAA,HIPAA Security Rule (45 CFR 164 subpart C),164.312(e)(1),full,
